name	Gene	day0	day6	day12	day18
Br_C1orf106_3	C1orf106	1912.66666666667	2523	2715.5	2038.5
Br_UBLCP1_3	UBLCP1	869	1138	1168.5	2634
Br_SMARCA2_2	SMARCA2	496.333333333333	814	414.5	236
Br_MROH8_4	MROH8	1729.33333333333	2005	1889.5	1573
Br_DENND1B_2	DENND1B	650.333333333333	896.5	1450	1699.5
Br_PABPC4_2	PABPC4	2329.66666666667	3256	4464	4020.5
Br_WDR83_4	WDR83	1038.33333333333	1164	299	58
Br_FGFR1OP_1	FGFR1OP	1145.33333333333	1932.5	1295.5	1108.5
Br_CCZ1_1	CCZ1	933	1054.5	685.5	343.5
Br_KCNQ2_2	KCNQ2	2142	3463	3287.5	1737.5
Br_SIT1_3	SIT1	799.666666666667	1244	1329	699
Br_OR9K2_4	OR9K2	130.333333333333	258.5	214	41
Br_CPLX1_4	CPLX1	1987.66666666667	2854.5	2694.5	1780.5
Br_SETSIP_3	SETSIP	1912	2782.5	2483.5	1490.5
Br_DSP_1	DSP	2618.66666666667	4310	4446	4203.5
Br_MARC1_3	MARC1	2782.66666666667	5102	5167	4035
Br_BLCAP_3	BLCAP	762.333333333333	1161	1087.5	796.5
Br_CRABP1_4	CRABP1	1103	1061.5	637	314.5
Br_GLTPD2_4	GLTPD2	1650	2259	1407.5	701.5
Br_SYDE1_4	SYDE1	2658	4537	3823.5	2346.5
Br_CGB2_2	CGB2	666.333333333333	436	214	46.5
Br_MYLK4_4	MYLK4	1411.66666666667	2064.5	1805.5	1132
Br_TTC16_2	TTC16	766.666666666667	1349	1298.5	537.5
Br_SPATA9_4	SPATA9	831.666666666667	1551	688.5	588.5
Br_FLVCR2_2	FLVCR2	1366.66666666667	3023.5	2715	1687
Br_SDCBP_3	SDCBP	711.666666666667	776.5	689.5	588.5
Br_RDH12_1	RDH12	274.666666666667	301	484.5	253.5
Br_LSM5_2	LSM5	1478	3797.5	3713	1453
Br_EPS8_4	EPS8	831.666666666667	1716.5	3162.5	3206
Br_CACNG5_1	CACNG5	3246.66666666667	5187.5	4424.5	2875
Br_TERF2IP_4	TERF2IP	2870.33333333333	5090	5438	5726.5
Br_ADGRE5_1	ADGRE5	570.666666666667	712	589.5	131
Br_SYTL3_1	SYTL3	880	1219	1379	1106.5
Br_CSF2_4	CSF2	2869.66666666667	5175	4873.5	4691.5
Br_ILKAP_1	ILKAP	1755	3072	4007.5	3085
Br_ELOVL2_3	ELOVL2	505.666666666667	813.5	677	122.5
Br_PRAMEF5_2	PRAMEF5	1474	1459.5	832	773.5
Br_VNN3_4	VNN3	611.666666666667	1456	1731	1034
Br_ZDHHC15_1	ZDHHC15	2119.33333333333	2760.5	2076.5	1081
Br_SNX18_2	SNX18	609.666666666667	911	858	544
Br_WDR93_2	WDR93	944.333333333333	1359.5	1737.5	1755
Br_FHOD1_4	FHOD1	1056.66666666667	1438	1656	496.5
Br_PDPN_4	PDPN	230	468	710.5	299
Br_CRYBB3_3	CRYBB3	1701.66666666667	2746	3018	1732
Br_FDFT1_4	FDFT1	1056.66666666667	468	231.5	41
Br_CATSPER1_2	CATSPER1	548.333333333333	546.5	267	79
Br_MFSD8_1	MFSD8	1056	2275.5	1903.5	1318
Br_NAGLU_4	NAGLU	2395.66666666667	4168.5	3472	1454
Br_SEC14L1_3	SEC14L1	1288.33333333333	2612.5	3839	2551
Br_SLFN11_2	SLFN11	950.333333333333	1489	1542	1239
Br_ADAMTSL1_2	ADAMTSL1	508	1160.5	1458.5	1769.5
Br_LRCH2_1	LRCH2	787.666666666667	1040.5	1289.5	1303
Br_VGLL2_1	VGLL2	564.333333333333	893.5	821.5	459
Br_NDUFS4_2	NDUFS4	1456	1980.5	1997	859
Br_IQCJ_1	IQCJ	2001.33333333333	2360	2008	1272
Br_RNASEK_2	RNASEK	2240.66666666667	2679.5	2689	2890.5
Br_C1QTNF2_3	C1QTNF2	1027.33333333333	2237	2354.5	1173.5
Br_MAOB_3	MAOB	2384.66666666667	4757.5	4676	3644
Br_FLT1_1	FLT1	1001.33333333333	1082.5	1084	560
Br_TAS2R41_4	TAS2R41	410.666666666667	314	224	148
Br_MKL1_2	MKL1	1256.33333333333	1568.5	990.5	517.5
Br_FBXO7_1	FBXO7	491	1107	1897.5	2047.5
Br_ITGA7_3	ITGA7	2673	2788	1312.5	647.5
Br_MICU3_1	MICU3	1247	2391	2232	1021.5
Br_USP53_4	USP53	198.333333333333	336	195	44.5
Br_BMS1_1	BMS1	762.333333333333	1027.5	1542	1753
Br_GPR83_4	GPR83	790.333333333333	1071	1130.5	726.5
Br_ELOA2_4	ELOA2	1171	2164	2441	1977.5
Br_SIRT6_4	SIRT6	1981.66666666667	3425	2968.5	2124
Br_NO_CURENT_183_3	NO_CURENT_183	1920.66666666667	4713.5	5106	3890.5
Br_GINM1_1	GINM1	517.333333333333	807.5	485.5	120.5
Br_SERP1_3	SERP1	1906.33333333333	1775	1175.5	565
Br_EFR3A_2	EFR3A	1299.66666666667	2590.5	2157.5	1928.5
Br_IGF1R_1	IGF1R	1021	816	267	80
Br_CPT1A_4	CPT1A	384.666666666667	399.5	375	261
Br_NR4A2_3	NR4A2	2016.33333333333	3654.5	2715	2701
Br_ZNF225_4	ZNF225	1828.33333333333	2528.5	2090.5	1046
Br_NOC4L_4	NOC4L	1009.66666666667	810	343.5	52
Br_TNP2_3	TNP2	1239	2060	1592.5	1776.5
Br_ZNF75A_3	ZNF75A	957	1332	1060.5	570.5
Br_LRRTM1_4	LRRTM1	1451.66666666667	2864	2401.5	1279
Br_ARMC2_2	ARMC2	953.333333333333	1310.5	908.5	222.5
Br_EDN1_2	EDN1	2251.33333333333	3007.5	2093.5	1139
Br_TMEM14C_1	TMEM14C	650.666666666667	836	640	718
Br_RUFY1_2	RUFY1	467.666666666667	412.5	275.5	8
Br_DHX16_4	DHX16	484.333333333333	1017.5	859.5	262
Br_CTGF_4	CTGF	1348	1826	1188	739.5
Br_KIAA0586_1	KIAA0586	828.333333333333	1051	726	157
Br_ESRRG_2	ESRRG	1318.66666666667	1932.5	1177	905.5
Br_CXCR3_1	CXCR3	1075.33333333333	1449	1368.5	706
Br_WDR18_3	WDR18	1573	1573.5	545	72.5
Br_SOX17_3	SOX17	807	1459	997	393
Br_INSIG1_3	INSIG1	316	440.5	245	115.5
Br_CALB2_2	CALB2	807.333333333333	1307.5	1714.5	1112
Br_LRRC75B_1	LRRC75B	826	1369	1385.5	517
Br_COLCA1_3	COLCA1	433	802.5	997	653
Br_XAGE5_1	XAGE5	1166.66666666667	1994.5	1902.5	1432.5
Br_EPRS_2	EPRS	893.333333333333	291	99	17.5
Br_TUBB2B_3	TUBB2B	1928	2875.5	2311.5	1377.5
Br_TDRD9_4	TDRD9	1377	2223.5	1403.5	288.5
Br_PRR23D2_4	PRR23D2	780.666666666667	1348	1732.5	1222.5
Br_ASNS_2	ASNS	745.333333333333	1242	1461	1937.5
Br_GOSR2_1	GOSR2	1151	923	542	372
Br_FAM135B_4	FAM135B	837.666666666667	1982.5	2467.5	2377.5
Br_SLC18A2_1	SLC18A2	1553	2670.5	4195.5	5501
Br_TBC1D2_2	TBC1D2	1340.66666666667	2412.5	1835	1247
Br_ELOB_3	ELOB	802.666666666667	458.5	59	5.5
Br_CDK4_2	CDK4	793	927.5	1400.5	935.5
Br_SEZ6L_2	SEZ6L	446	442	704.5	1411
Br_LAT_3	LAT	667.666666666667	1421.5	1166.5	796.5
Br_SRP9_3	SRP9	2012.33333333333	1683.5	812	533
Br_UCK2_2	UCK2	1169.66666666667	2201.5	2736.5	1384.5
Br_RPL23_4	RPL23	87	26	0	0
Br_AMDHD1_1	AMDHD1	1810	2302.5	2158	1597.5
Br_CRYBB1_2	CRYBB1	836.333333333333	1466	1047.5	363.5
Br_NPY2R_1	NPY2R	1030	1558	1672.5	865
Br_CA8_3	CA8	713	719	461	660
Br_POTEI_4	POTEI	2697.66666666667	4191	3865	2291
Br_PPP4R4_1	PPP4R4	2107.33333333333	4090	5355.5	3248
Br_PRSS41_4	PRSS41	1657.66666666667	3198.5	2422	1473
Br_ZNF852_3	ZNF852	906	1165.5	799	241.5
Br_COL12A1_3	COL12A1	906.666666666667	1346.5	1495	1824.5
Br_UBAC2_2	UBAC2	1388.66666666667	2238	2465	2353.5
Br_TWF2_2	TWF2	1729	2360	2242.5	1333
Br_TTC30B_2	TTC30B	1634	2811.5	2761	1400
Br_PIN4_3	PIN4	1246.33333333333	2801	4007	4927.5
Br_PRKCI_2	PRKCI	1303.66666666667	2273	1612	920.5
Br_PSMA7_2	PSMA7	1151.33333333333	708.5	167.5	19.5
Br_CNNM1_1	CNNM1	1930	2654.5	2049.5	1490
Br_CAMK2N2_4	CAMK2N2	1529.66666666667	3301	2817	2314
Br_CDHR1_2	CDHR1	985.333333333333	1327.5	825	218.5
Br_RTL3_1	RTL3	587	550.5	378.5	399
Br_CNDP1_3	CNDP1	1216.66666666667	1904.5	1489.5	818.5
Br_SLC26A8_2	SLC26A8	1045	2171	1658.5	914
Br_DCSTAMP_4	DCSTAMP	775.666666666667	1084.5	1567.5	1229.5
Br_RCCD1_2	RCCD1	237.333333333333	301	170.5	71.5
Br_TMEM189-UBE2V1_4	TMEM189-UBE2V1	1762.33333333333	2762	3338.5	3114.5
Br_NECTIN3_3	NECTIN3	763	1048	782.5	149
Br_ADGRE2_3	ADGRE2	1464.66666666667	1686.5	1851	1716.5
Br_AARD_1	AARD	507.666666666667	1204	1023.5	878
Br_IER2_4	IER2	2876.66666666667	4815	4694.5	5097
Br_SFT2D3_1	SFT2D3	486	1170	1105	418.5
Br_ST3GAL5_1	ST3GAL5	675.666666666667	1402.5	1743	1385.5
Br_DDX52_1	DDX52	2090.66666666667	2913.5	2328.5	1509.5
Br_PSMA5_2	PSMA5	3027	2213.5	1956	999.5
Br_TSHZ1_1	TSHZ1	1335.66666666667	2374.5	2122.5	914
Br_NO_CURENT_192_1	NO_CURENT_192	1193.66666666667	2900	4334.5	3839
Br_THOC6_2	THOC6	1924	2453.5	1748	1123
Br_OR10A7_2	OR10A7	612.666666666667	1196	1295.5	1040
Br_COL27A1_2	COL27A1	1652.33333333333	2705	2632	3136.5
Br_REC114_4	REC114	620.666666666667	1268.5	1051	560
Br_UBL3_4	UBL3	2051.33333333333	3282	3117	1877
Br_SHMT1_3	SHMT1	1352.66666666667	1664	1838.5	708
Br_MXRA7_3	MXRA7	457.333333333333	526.5	316.5	117
Br_HCAR2_2	HCAR2	1869	2500	3090.5	2012.5
Br_BLID_2	BLID	1384.66666666667	2856.5	2657.5	1291.5
Br_NO_CURENT_124_2	NO_CURENT_124	1815.33333333333	2579	2151.5	1116.5
Br_USP17L12_2	USP17L12	1180.66666666667	2572.5	2139.5	1387.5
Br_CES5A_3	CES5A	842.333333333333	1069.5	813.5	285.5
Br_GCSAML_2	GCSAML	320.333333333333	334	654	306.5
Br_LIX1_1	LIX1	1287	2723	2864.5	4488
Br_GNAQ_3	GNAQ	2941.33333333333	4173	2755	1758.5
Br_C3orf56_1	C3orf56	2249.66666666667	2830.5	2412	1978.5
Br_SIRT4_4	SIRT4	776	956	632	339
Br_HS3ST4_2	HS3ST4	1609	3034	3107	2821.5
Br_APIP_3	APIP	1002.33333333333	1744.5	1556	772.5
Br_ZNF546_1	ZNF546	646.666666666667	1006	643.5	332
Br_AGBL4_4	AGBL4	857.666666666667	1090.5	794	696.5
Br_UBE4A_2	UBE4A	543.666666666667	846.5	564.5	187.5
Br_FBXO48_1	FBXO48	938.666666666667	756	465.5	123.5
Br_CCDC8_2	CCDC8	374	601	673	360
Br_ABTB2_2	ABTB2	1971	3392	2469.5	1943
Br_ACSM4_1	ACSM4	1398	2300	2814.5	1256
Br_NO_CURENT_151_2	NO_CURENT_151	3102.66666666667	5870	6251	3227
Br_CCDC189_4	CCDC189	273.666666666667	579	777	399
Br_GNL1_1	GNL1	2389.33333333333	5075.5	5858	4886
Br_MACROD1_3	MACROD1	2850.33333333333	3804	3139.5	1718
Br_UNC5D_4	UNC5D	973.333333333333	1190	733	219
Br_FOLH1B_1	FOLH1B	1988.66666666667	4659	6040.5	3898.5
Br_CYP51A1_3	CYP51A1	1790.66666666667	848	178.5	94
Br_HCK_4	HCK	448.333333333333	384.5	180	36.5
Br_OTUD7A_2	OTUD7A	391.333333333333	666.5	791.5	491
Br_RASL10B_1	RASL10B	1238.66666666667	1798	1228	536.5
Br_TOR1B_3	TOR1B	914.666666666667	1211	1436	1148
Br_TDRD5_4	TDRD5	759	1085	901.5	660.5
Br_TMPRSS13_3	TMPRSS13	1677.66666666667	2792.5	2657	2007.5
Br_RIPPLY2_1	RIPPLY2	200	527.5	331	179
Br_MPLKIP_4	MPLKIP	487.666666666667	479.5	289	53
Br_DEFB131B_3	DEFB131B	1101.33333333333	1761	1372.5	850.5
Br_TRIM16_1	TRIM16	997	1263	987.5	836.5
Br_RHOXF2B_4	RHOXF2B	797.666666666667	698	400	90.5
Br_WDR61_4	WDR61	1566.66666666667	2447.5	1414	516.5
Br_FGFBP1_3	FGFBP1	1408.66666666667	3000.5	2929	1497.5
Br_S100A8_1	S100A8	18.3333333333333	35.5	14	0
Br_MESP1_4	MESP1	1139	1851	1956.5	1087
Br_RBPJL_1	RBPJL	497.666666666667	599.5	607.5	206
Br_CYLD_4	CYLD	853.333333333333	1405	1457.5	862
Br_DSN1_3	DSN1	574.666666666667	754.5	324.5	110.5
Br_GBP4_1	GBP4	2449.33333333333	4416.5	3691	1844.5
Br_RBMY1D_1	RBMY1D	546.333333333333	854.5	447.5	83
Br_ROS1_3	ROS1	1323.66666666667	2297	2073	989.5
Br_TMEM35B_2	TMEM35B	2224.33333333333	4680	4247.5	2319.5
Br_SRRM1_2	SRRM1	1130.66666666667	1133	627	269
Br_COL28A1_1	COL28A1	1269	2301.5	2422	1596.5
Br_STRIP2_3	STRIP2	574.666666666667	721	1024.5	1391
Br_SS18_4	SS18	2308	3389	1763.5	394
Br_FAM173B_1	FAM173B	719	670.5	682	501.5
Br_NEK9_4	NEK9	1414	1970	1460	635.5
Br_ZNF134_4	ZNF134	1739	3285.5	3315.5	1674
Br_KRTAP5-2_1	KRTAP5-2	896.333333333333	2264.5	2229	1443.5
Br_GHRHR_1	GHRHR	1532.33333333333	3454	4173.5	2492
Br_EYA3_3	EYA3	1425.66666666667	1810	1238	482
Br_PLCD1_4	PLCD1	696.333333333333	932	376.5	146.5
Br_DAO_3	DAO	2179.66666666667	2962	1948	1783
Br_MAP3K13_2	MAP3K13	811.333333333333	1679.5	1153.5	1299
Br_PRPF3_3	PRPF3	1579	1036	598	270.5
Br_N4BP2_4	N4BP2	1868	3262.5	2326	1432
Br_BCHE_3	BCHE	873.666666666667	1244	1293.5	929
Br_C6orf222_4	C6orf222	1177	1399.5	735.5	549.5
Br_GPR27_3	GPR27	2551.66666666667	4870.5	6326.5	8827
Br_VWA7_2	VWA7	738	1221.5	1462.5	936
Br_WDFY4_3	WDFY4	790.333333333333	1299.5	1438	512.5
Br_IKBKB_4	IKBKB	1442.33333333333	2169.5	2145	1492.5
Br_SPSB3_1	SPSB3	1358.66666666667	2269	2778.5	1818
Br_BCO2_1	BCO2	582.333333333333	568	334.5	212.5
Br_GRM5_1	GRM5	671.666666666667	743.5	229	38.5
Br_OR6C68_3	OR6C68	848	1282.5	1567.5	1352.5
Br_CTDSP2_3	CTDSP2	633.333333333333	702	470.5	135
Br_DEFB113_3	DEFB113	933	1127.5	322	115
Br_PPFIA1_3	PPFIA1	1301.66666666667	1603	1576	747
Br_C22orf39_1	C22orf39	2168	2709	3186.5	1502.5
Br_NKX2-3_1	NKX2-3	2094.66666666667	2690.5	2268	2059.5
Br_BACH2_1	BACH2	849.333333333333	1623	1184	358.5
Br_MAPK8IP2_1	MAPK8IP2	958	1187	872	459
Br_OGDHL_3	OGDHL	636	907	1508.5	1048
Br_ASB2_4	ASB2	1613.33333333333	2320	2511.5	2812.5
Br_HS3ST1_3	HS3ST1	1038.33333333333	2321	2645.5	1841.5
Br_AKTIP_1	AKTIP	452.666666666667	598.5	340	74.5
Br_MS4A8_2	MS4A8	308.666666666667	473	261.5	90.5
Br_TIFA_4	TIFA	2477.33333333333	4265	3530	1657
Br_OGT_3	OGT	978.666666666667	758	331	163.5
Br_C7orf49_1	C7orf49	986	1299.5	1053	208
Br_MSN_3	MSN	569.333333333333	700.5	740.5	316.5
Br_APEX2_3	APEX2	2658	4657	4714.5	3325
Br_MYEOV_1	MYEOV	1035.66666666667	2079	2142	1579.5
Br_RANBP3L_3	RANBP3L	1269.66666666667	2435	1605	1001
Br_MXD3_1	MXD3	988	1651.5	1471	1181
Br_OR5D16_2	OR5D16	2216.33333333333	3639.5	2953	2059.5
Br_PER3_4	PER3	1295	1701.5	2009	1511
Br_STAB2_3	STAB2	641.666666666667	1192.5	1021.5	1126.5
Br_PDHB_3	PDHB	1517.66666666667	1188.5	835	594.5
Br_THEM4_2	THEM4	1759.33333333333	2539	2894	3213
Br_LOC100130370_4	LOC100130370	765.333333333333	1224.5	556	280.5
Br_OR4X1_1	OR4X1	1931.33333333333	3673	4016	3119
Br_KLF3_1	KLF3	1896.33333333333	2801.5	2000.5	947
Br_TREML4_3	TREML4	691.333333333333	1493.5	1382.5	2099
Br_SLC22A17_4	SLC22A17	943.666666666667	1151.5	788.5	399
Br_POLQ_4	POLQ	2018	2156	1210.5	591.5
Br_CST9_3	CST9	1923.33333333333	2990.5	4057.5	4130
Br_SLFN11_4	SLFN11	2440.66666666667	3710	4345.5	4857
Br_TPH2_2	TPH2	434	579.5	495.5	289
Br_SNX12_4	SNX12	3192.33333333333	5071	4495.5	2133.5
Br_MAN2A2_2	MAN2A2	945	1432	1651.5	1469
Br_USP17L27_4	USP17L27	1316.66666666667	1316.5	1096.5	331
Br_C3orf35_4	C3orf35	521.333333333333	603	523	352.5
Br_TMEM106B_4	TMEM106B	937	989	1289.5	1147.5
Br_GPHA2_2	GPHA2	1003.66666666667	1318	831	343.5
Br_EPN2_3	EPN2	1287	1999	1650	922.5
Br_RPSA_3	RPSA	536	942	759	1014.5
Br_TCF25_2	TCF25	690.333333333333	1106.5	1529	1456
Br_LGALS12_3	LGALS12	840.666666666667	1288.5	1348.5	1082
Br_OR52N1_1	OR52N1	2047.66666666667	1962.5	2002.5	1230
Br_APOF_3	APOF	1732.33333333333	1605.5	1482.5	1177
Br_MTNR1A_2	MTNR1A	730.333333333333	1336.5	1294	573.5
Br_SPIN2B_4	SPIN2B	1345	2716.5	3317	3527.5
Br_KRTAP9-6_3	KRTAP9-6	677.333333333333	2049.5	3038	5159
Br_OR56A3_1	OR56A3	576.666666666667	578	439.5	142.5
Br_IKZF4_4	IKZF4	1406.33333333333	2669.5	2237.5	1177
Br_VNN3_2	VNN3	905.666666666667	1271	1122.5	566
Br_ADAT3_2	ADAT3	1230	1419.5	1057	1047
Br_IL11RA_4	IL11RA	1238.66666666667	1459	1143	532
Br_C4BPA_1	C4BPA	2452	3480	2173.5	1111
Br_IQSEC2_1	IQSEC2	1908.66666666667	3121	2640	1558
Br_TUBA8_1	TUBA8	835	972.5	886.5	516.5
Br_CIDEC_2	CIDEC	682.666666666667	1083	885.5	375.5
Br_C3orf56_4	C3orf56	1236.66666666667	2308.5	2101.5	1052.5
Br_RASL12_1	RASL12	1533.66666666667	2415	1476	695.5
Br_PAX6_3	PAX6	1097.66666666667	2198.5	2044.5	1915
Br_THYN1_3	THYN1	2085.66666666667	3666.5	2741.5	1930.5
Br_ZNF845_4	ZNF845	1483.66666666667	2494.5	2779.5	1720.5
Br_TMEM189_4	TMEM189	1024.66666666667	1410	1381	965
Br_HCLS1_1	HCLS1	1030.33333333333	1114	733.5	291.5
Br_DEPDC7_4	DEPDC7	1463.66666666667	2003	2553	1624.5
Br_NO_CURENT_35_2	NO_CURENT_35	1536	2974	3035	1823
Br_DCT_2	DCT	2078.33333333333	3859	3800.5	1891
Br_FOXO4_1	FOXO4	695.333333333333	2272.5	2106.5	950
Br_CAMK2G_4	CAMK2G	695	574	491.5	159
Br_DACH2_2	DACH2	1985.66666666667	3793.5	5162.5	4795.5
Br_ERG_1	ERG	2318.33333333333	3971	4043.5	2582
Br_GNL2_2	GNL2	427.333333333333	449	264	97
Br_ECHDC3_3	ECHDC3	525	798	846	452
Br_CLDN8_4	CLDN8	1169.66666666667	2026.5	2050.5	1154
Br_FER1L6_2	FER1L6	3119.66666666667	4604	4091.5	1477
Br_NO_CURENT_6_1	NO_CURENT_6	1559.33333333333	3272.5	4630.5	2506
Br_CSNK1G2_2	CSNK1G2	1449.33333333333	2483	2960.5	2293
Br_CYFIP2_2	CYFIP2	856.333333333333	1260	569.5	168.5
Br_ERBIN_4	ERBIN	523.333333333333	873	716	405
Br_IFT20_4	IFT20	824.333333333333	1793	1595.5	955
Br_TCERG1_4	TCERG1	1031.33333333333	910.5	851.5	525
Br_POM121_4	POM121	913.333333333333	1036	636	248.5
Br_NPW_1	NPW	377.333333333333	722.5	663.5	355.5
Br_TMEM249_2	TMEM249	417	465	384.5	180
Br_SNCA_4	SNCA	1360	1989.5	1257.5	462.5
Br_ZP3_3	ZP3	743	1188.5	650	129.5
Br_TMEM263_4	TMEM263	1191	3056	3867	2532
Br_PRAMEF27_4	PRAMEF27	700	628.5	354	201
Br_ARFGAP3_2	ARFGAP3	993.333333333333	1949.5	2475.5	1931.5
Br_MFRP_1	MFRP	1366	2459.5	1841	1221
Br_RSBN1L_2	RSBN1L	371.333333333333	413.5	309.5	141
Br_CENPK_1	CENPK	535	370	236.5	36.5
Br_VEGFC_3	VEGFC	1953	4069	3221.5	2489
Br_PCMTD1_2	PCMTD1	514.666666666667	631.5	202	64.5
Br_TIGD2_1	TIGD2	424.666666666667	367.5	308.5	203
Br_C10orf113_3	C10orf113	1429.66666666667	1914	1882.5	1227
Br_NFE2L2_2	NFE2L2	234.333333333333	121	43	77
Br_DCD_2	DCD	979.333333333333	1499	1539	1143
Br_HIST1H2AB_3	HIST1H2AB	276.666666666667	295.5	311.5	319.5
Br_HDAC4_4	HDAC4	1647.66666666667	2797	2699	1513
Br_ZBTB8B_2	ZBTB8B	1748	2907.5	3519	3045.5
Br_VPS39_1	VPS39	1388.66666666667	1302	928.5	795
Br_NIPSNAP2_1	NIPSNAP2	1257.66666666667	2041.5	2204.5	1459.5
Br_EXOSC6_4	EXOSC6	2221.33333333333	1202.5	793	592
Br_GOLGA8B_3	GOLGA8B	528.666666666667	947.5	1803	4781
Br_NPIPA3_4	NPIPA3	787.333333333333	1262.5	968.5	526.5
Br_CHCHD6_4	CHCHD6	955	1998.5	2402.5	2706
Br_HSD11B1_3	HSD11B1	1959.33333333333	3616	3601	2943.5
Br_ZKSCAN4_2	ZKSCAN4	2096	3161.5	2652	1489
Br_BLID_4	BLID	1131.33333333333	1828	1698	576
Br_NCOA3_3	NCOA3	1456.33333333333	1880.5	1815	1428.5
Br_NRSN1_2	NRSN1	1700.66666666667	3453	3016	2072.5
Br_NOP14_2	NOP14	1091.66666666667	614	507	309.5
Br_ECT2L_4	ECT2L	838.333333333333	1449	2864	4860
Br_TIGIT_4	TIGIT	1027.33333333333	1530	1206.5	726.5
Br_C19orf44_2	C19orf44	515	938	809	592.5
Br_GIMAP1-GIMAP5_2	GIMAP1-GIMAP5	568.333333333333	964	828	491.5
Br_KRTAP19-4_2	KRTAP19-4	421.666666666667	656	1133	1381
Br_RASGRF2_2	RASGRF2	2149.66666666667	3150.5	2377.5	992.5
Br_ACLY_3	ACLY	1174	955	420.5	197.5
Br_KDM1B_1	KDM1B	2667	4205.5	3957.5	2930
Br_ZNF185_3	ZNF185	635.333333333333	1171.5	1047	284
Br_TDGF1_4	TDGF1	498.666666666667	558	285	58
Br_STAMBPL1_1	STAMBPL1	629.666666666667	701.5	470	307.5
Br_FPR1_4	FPR1	670	874.5	988	522
Br_DEDD_2	DEDD	2498	3603	2927	1543
Br_PLS1_3	PLS1	1152.66666666667	1953.5	1895	1120.5
Br_DNM1_3	DNM1	943	827	384.5	222.5
Br_APH1B_3	APH1B	581.333333333333	770	414.5	133.5
Br_KRT28_4	KRT28	1243	1567.5	1186	720.5
Br_RORA_1	RORA	1677	2608.5	2039.5	1391
Br_SMS_2	SMS	1345.33333333333	1645.5	772.5	222.5
Br_ATAD2_4	ATAD2	958.666666666667	1601	1517	852
Br_ZNF213_3	ZNF213	1877.33333333333	2329.5	1708.5	1070.5
Br_WFDC6_2	WFDC6	513	1101	1448.5	611.5
Br_RAET1E_1	RAET1E	2285	3739	3668	2824.5
Br_HIC1_3	HIC1	1869.33333333333	2114	1165	635.5
Br_ZRANB1_3	ZRANB1	2378	3471.5	3196	1799
Br_PCDH18_4	PCDH18	683	1312.5	1701	2618.5
Br_SQLE_3	SQLE	836.666666666667	262.5	330.5	148
Br_PGS1_2	PGS1	649.666666666667	836	641.5	484.5
Br_FHL2_4	FHL2	1997	3183	4942	5193.5
Br_AP5M1_1	AP5M1	671.666666666667	1405.5	769.5	209.5
Br_GLUD1_3	GLUD1	1006	1894	1948.5	2045.5
Br_MTERF1_4	MTERF1	1028	1186.5	368.5	84.5
Br_LSMEM1_3	LSMEM1	349	481.5	253	124.5
Br_SERTM1_3	SERTM1	489.333333333333	936	643	458
Br_ARHGAP42_4	ARHGAP42	970.333333333333	1570	1043.5	867.5
Br_IGSF9_1	IGSF9	1146.33333333333	1865.5	988.5	428
Br_PAGR1_3	PAGR1	1013.66666666667	1003.5	514	244.5
Br_ERBB3_2	ERBB3	1724.66666666667	2070.5	2159	2293
Br_ODF3L2_2	ODF3L2	805.333333333333	1172	1161	800.5
Br_ATP1A4_1	ATP1A4	2050.33333333333	2698.5	2366.5	1877
Br_RNF123_2	RNF123	1335.33333333333	2135	3027.5	2716
Br_ZNF239_4	ZNF239	1023.66666666667	2168	2369	1157
Br_C3orf33_3	C3orf33	763.333333333333	789.5	627	538.5
Br_FRMD3_1	FRMD3	965.666666666667	1077	613	292
Br_OR4D6_2	OR4D6	956.333333333333	1878	1371	651.5
Br_WAPL_3	WAPL	1001.66666666667	2794.5	3777.5	6009.5
Br_PAK2_3	PAK2	1645.33333333333	2244.5	1287.5	463
Br_GNA13_3	GNA13	3252.66666666667	7018	7117.5	6421.5
Br_FBXL8_3	FBXL8	985.333333333333	1372	1362.5	718
Br_EIF4G2_3	EIF4G2	369	723.5	881	579
Br_EXOSC6_1	EXOSC6	2607.33333333333	1411	729	415
Br_SLC22A18_4	SLC22A18	2180.33333333333	3724	2917	1512.5
Br_LRP4_2	LRP4	746.333333333333	1504.5	1131	378.5
Br_ZNF407_2	ZNF407	945	1672.5	1427	526
Br_IL37_2	IL37	685.333333333333	792	939	1154.5
Br_PPP1R35_4	PPP1R35	1191.33333333333	1099.5	517	257
Br_ITGA6_3	ITGA6	745.333333333333	733	582	499
Br_ATP6V1E1_2	ATP6V1E1	492	593	303	178
Br_GREM1_1	GREM1	2150.33333333333	3028.5	2497.5	1170
Br_NFYC_1	NFYC	1697	703.5	222.5	25
Br_NIFK_1	NIFK	1501.33333333333	2392	2114	1122
Br_GLIPR1_1	GLIPR1	693	1368	1547	1089
Br_CD40_3	CD40	3198.33333333333	3824.5	3231.5	1212
Br_AHNAK_1	AHNAK	721.333333333333	950.5	990	778.5
Br_PLA2G16_2	PLA2G16	538.666666666667	848	955.5	540
Br_JPH4_3	JPH4	1285.66666666667	1356.5	725	498.5
Br_MRPL3_2	MRPL3	872.333333333333	793	440.5	258.5
Br_ADAT1_4	ADAT1	689.333333333333	981	895	806.5
Br_FOXJ2_1	FOXJ2	570	846.5	849.5	845.5
Br_USP34_2	USP34	173.666666666667	114	33.5	4.5
Br_ZNF160_1	ZNF160	2939.33333333333	5585.5	3982.5	2848.5
